;killbyhum(@±»ÈËÉ±ËÀ) killbymon(@±»¹ÖÉ±ËÀ) @ShaguaiTrigger LevelUp(@UpgradeTrigger)

[0	Cen] CANRIDE WEATHER(1)
2	346,23	->	10	84,64
2	347,23	->	10	85,64

;N001µØÑ¨Èë¿Ú
10	64,38	->	N001	186,273
10	64,39	->	N001	186,273
N001	185,274	->	10	62,41

N001	101,375	->	N002	327,263
N002	326,262	->	N001	100,374

;N002»·µÀ
N002	134,367	->	N003	63,115
N003	62,117	->	N002	133,368

;N003°Ù³æÑ¨
N003	228,156	->	N004	210,485
N004	211,486	->	N003	229,157

;N004ÅÌÉßµÀ
N004	234,292	->	N005	332,333
N005	333,334	->	N004	235,293

N004	270,265	->	N004	265,245
N004	266,246	->	N004	271,266

N004	308,107	->	N004	319,89
N004	318,90	->	N004	307,108

N004	99,198	->	N004	131,164
N004	130,165	->	N004	98,199

;N004	314,192	->
;		->	N004	313,193

;N005ÉßÖ®³²
N005	235,117	->	N006	292,96
N006	293,95	->	N005	236,116

;N006ÉßÖ®º¡
N006	192,284	->	N007	288,122
N007	289,121	->	N006	193,283

;N007Éß»·Õó
N007	218,172	->	N008	150,348
N008	151,350	->	N007	219,173

N007	295,38	->	N008	386,35

N007	295,361	->	N008	354,459

N007	73,163	->	N008	42,114

N007	175,120	->	N007	209,101
N007	208,102	->	N007	174,121

N007	122,162	->	N007	148,175
N007	147,176	->	N007	121,163

N007	88,199	->	N007	109,206
N007	108,207	->	N007	87,200

N007	93,231	->	N007	117,224
N007	116,223	->	N007	92,230

N007	171,258	->	N007	158,291
N007	157,290	->	N007	170,257

N007	201,278	->	N007	235,247
N007	234,248	->	N007	200,279

N007	171,334	->	N007	200,324
N007	199,323	->	N007	170,333

N007	345,255	->	N007	338,193
N007	339,194	->	N007	346,256

N007	293,183	->	N007	304,154
N007	305,155	->	N007	294,184

N007	302,137	->	N007	322,140
N007	321,141	->	N007	301,138

N007	266,131	->	N007	201,75
N007	202,76	->	N007	267,132

N007	104,84	->	N007	149,37
N007	148,38	->	N007	103,85


;N008ÎåÉßµî
N008	282,491	->	N007	270,141

N008	239,299	->	N008	160,162
N008	159,163	->	N008	238,300

N008	218,246	->	N008	353,169
N008	352,168	->	N008	217,245

N008	263,221	->	N008	343,358
N008	344,357	->	N008	264,220

N008	287,271	->	N008	263,273
N008	264,274	->	N008	288,272

N008	244,305	->	N008	259,215
N008	258,216	->	N008	243,306

N008	292,267	->	N008	212,250
N008	213,251	->	N008	293,268



;;¹¥³ÇÃÜµÀ
;E003µØÏÂÍ¨µÀÈý
M002	160,206	->	E003	184,31
E003	185,29	->	M002	161,204

E003	385,311	->	E001	67,79
E003	386,311	->	E001	67,79
E001	66,77	->	E003	384,309

;E001µØÏÂÍ¨µÀ¶þ
E001	158,162	->	E002	113,134
E001	159,162	->	E002	113,134
E002	112,132	->	E001	157,160

E001	284,278	->	E002	253,255
E001	285,278	->	E002	253,255
E002	252,253	->	E001	283,276

;E002µØÏÂÍ¨µÀÒ»
E002	128,230	->	E004	187,76
E002	129,230	->	E004	187,76
E004	188,74	->	E002	130,228

;E004ÃÜµÀ
E004	218	309 	->	SHACHENG	130	206
E004	251	316 	->	SHACHENG	197	159
E004	349	239 	->	SHACHENG	223	179


;ÄæÄ§Ò»²ã
S011	277	277 	->	SHACHENG	399	605

S011	155,155	->	S012	58,51
S012	59,53	->	S011	157,157
S012	60,53	->	S011	157,157

;ScriptureHall
S012	40,31	->	S013	259,265
S012	40,32	->	S013	259,265
S013	261,268	->	S012	42,34

;ÄæÄ§¶þ²ã
S013	131,138	->	S014	58,51
S014	59,53	->	S013	133,140
S014	60,53	->	S013	133,140

S013	367,374	->	S015	42,34
S015	40,31	->	S013	366,372
S015	40,32	->	S013	366,372

;DragonHall
S014	40,31	->	S016	366,372
S014	40,32	->	S016	366,372
S016	367,374	->	S014	42,34

;TigersTemple
S015	59,53	->	S016	133,140
S015	60,53	->	S016	133,140
S016	131,138	->	S015	58,51

;ÄæÄ§Èý²ã
S016	236,243	->	S017	58,51
S017	59,53	->	S016	238,245
S017	60,53	->	S016	238,245

;VirtuePalace
S017	40,31	->	S018	161,292
S017	40,32	->	S018	161,292
S018	162,295	->	S017	42,34
S018	163,295	->	S017	42,34

;ÄæÄ§ËÄ²ã
S018	235,103	->	S019	121,122
S018	235,104	->	S019	121,122
S019	123,124	->	S018	237,106
S019	123,125	->	S018	237,106

;Ì«¼«1
S019	110,111	->	S018	237,106
S019	110,112	->	S018	237,106

S019	110,124	->	S018	237,106
S019	110,125	->	S018	237,106

S019	123,111	->	S019	91,77
S019	123,112	->	S019	91,77
S019	89,79	->	S019	121,114
S019	89,80	->	S019	121,114

S019	78,90	->	S020	124,78
S019	78,91	->	S020	124,78
S020	126,75	->	S019	76,93
S020	126,76	->	S019	76,93

;Ì«¼«2
S020	113,88	->	S018	237,106
S020	114,88	->	S018	237,106

S020	126,88	->	S019	112,114
S020	126,89	->	S019	112,114

S020	113,75	->	S020	77,103
S020	113,76	->	S020	77,103
S020	79,105	->	S020	115,78
S020	79,106	->	S020	115,78

S020	90,116	->	S021	89,85
S020	90,117	->	S021	89,85
S021	91,87	->	S020	92,119
S021	91,88	->	S020	92,119

;Ì«¼«3
S021	78,74	->	S018	237,106
S021	78,75	->	S018	237,106

S021	91,74	->	S020	115,86
S021	91,75	->	S020	115,86

S021	78,87	->	S021	102,124
S021	79,87	->	S021	102,124
S021	104,121	->	S021	80,85
S021	104,122	->	S021	80,85

S021	115,110	->	S022	86,112
S021	115,111	->	S022	86,112
S022	88,109	->	S021	117,108
S022	88,110	->	S021	117,108

;Ì«¼«4
S022	75,109	->	S021	80,77
S022	75,110	->	S021	80,77

S022	75,122	->	S019	112,122
S022	76,122	->	S019	112,122

S022	88,122	->	S022	118,98
S022	88,123	->	S022	118,98
S022	116,95	->	S022	86,120
S022	116,96	->	S022	86,120

S022	105,84	->	S025	28,30
S022	105,85	->	S025	28,30
S025	26,27	->	S022	103,82
S025	26,28	->	S022	103,82

;EvilSpiritHall
S025	60,62	->	S023	20,26
S025	61,62	->	S023	20,26
S023	18,23	->	S025	59,60
S023	18,24	->	S025	59,60

;ÄæÄ§Áù²ã1
S023	73,79	->	S024	20,26
S023	74,79	->	S024	20,26
S024	18,23	->	S023	72,77
S024	18,24	->	S023	72,77

;ÄæÄ§Áù²ã2
S024	73,79	->	S026	15,17
S024	74,79	->	S026	15,17
S026	13,15	->	S024	72,77

;;Ñý½ç½ûµØ
4	179,482	->	10	61,13
4	180,482	->	10	62,13
4	181,482	->	10	63,13
4	182,482	->	10	64,13
10	61,11	->	4	180,480
10	62,11	->	4	181,480
10	63,11	->	4	182,480
10	64,11	->	4	183,480


;ClothingStore
4	304,182	->	SH031	6,16
SH031	7,17	->	4	305,184

4	307,179	->	SH031	12,10
SH031	13,11	->	4	308,180

;Butcher
4	370,176	->	SH032	4,12
SH032	3,13	->	4	368,177

;Jewelers
4	351,194	->	SH033	8,15
4	351,195	->	SH033	8,15
SH033	9,17	->	4	352,197
SH033	10,17	->	4	352,197
SH033	10,16	->	4	352,197

;Bookstore
4	339,204	->	SH034	10,16
SH034	11,17	->	4	340,205
SH034	10,18	->	4	340,205

;Blacksmith
4	335,149	->	SH035	6,10
SH035	7,11	->	4	336,151

;Pharmacy
4	360,184	->	SH036	5,10
SH036	6,11	->	4	361,186

;TaoistHall
4	369,134	->	SH037	5,21
4	370,135	->	SH037	5,21
SH037	4,22	->	4	368,136
SH037	5,23	->	4	368,136



;;Forbidden
4	45,162	->	J001	247,258
4	44,162	->	J001	247,258
4	44,163	->	J001	247,258
J001	249,259	->	4	46,164
J001	248,260	->	4	46,164

;J001½ûµØÖ®ÃÅ
J001	59,284	->	J002	266,145
J002	267,143	->	J001	60,282
J002	268,142	->	J001	60,282

J001	266,96	->	J004	36,350
J001	265,97	->	J004	36,350
J004	35,352	->	J001	264,99

;J002ÕÐÔÂ³Ø
J002	113,27	->	J003	153,234
J002	113,28	->	J003	153,234
J003	155,235	->	J002	114,29
J003	154,236	->	J002	114,29

;J003º®±ù×ßÀÈ
J003	210,38	->	J005	46,307
J003	211,37	->	J005	46,307
J005	45,309	->	J003	209,40

;J004±ùÊ¯Ö®µØ
J004	89,38	->	J005	292,350
J004	90,38	->	J005	292,350
J004	90,39	->	J005	292,350
J005	293,352	->	J004	91,41
J005	294,351	->	J004	91,41

;J005ÇàÓñ¹¬
J005	57,47	->	J006	100,185
J005	58,47	->	J006	100,185
J005	58,48	->	J006	100,185
J006	101,187	->	J005	59,50
J006	102,186	->	J005	59,50

;J006ÉúËÀÃÅ
J006	26,58	->	J007	238,186
J006	27,58	->	J007	238,186
J006	27,59	->	J007	238,186
J007	239,188	->	J006	28,61
J007	240,187	->	J006	28,61

J006	35,13	->	J009	202,207
J006	36,13	->	J009	202,207
J006	36,14	->	J009	202,207
J009	203,209	->	J006	37,16
J009	204,208	->	J006	37,16

;J007¾Å²»»Ø
J007	10,143	->	J008	79,47
J008	80,45	->	J007	11,141
J008	81,44	->	J007	11,141

;J008ºÚ°µÂÖ»Ø

;J009Ê¬ÉÏÐÐ
J009	36,191	->	J010	31,26
J010	32,23	->	J009	37,189
J010	32,24	->	J009	37,189

;J010Ä§Ñ¨

;J011½á½ç
J011	88,61	->	J006	182,61
J006	183,59	->	J011	89,59
J006	184,58	->	J011	89,59

;J012·âÓ¡Ö®µØ
J012	323,313	->	4	410,181
J012	322,314	->	4	410,181

J012	73,65	->	J011	238,283
J012	74,65	->	J011	238,283
J012	74,66	->	J011	238,283
J011	240,284	->	J012	75,68
J011	239,285	->	J012	75,68




;;WesternRegion
4	14,65	->	5	599,606
4	14,66	->	5	599,607
4	14,67	->	5	599,608
4	14,68	->	5	599,609
4	14,69	->	5	599,610
4	14,70	->	5	599,611
5	601,607	->	4	16,65
5	601,608	->	4	16,66
5	601,609	->	4	16,67
5	601,610	->	4	16,68
5	601,611	->	4	16,69
5	601,612	->	4	16,70

;SH038	MainHall
5	407,67	->	SH038	15,25
SH038	15,26	->	5	409,69
SH038	16,25	->	5	409,69

5	403,60	->	SH038	9,26
SH038	8,26	->	5	403,61

5	410,53	->	SH038	20,14
SH038	21,13	->	5	411,52

;SH042	Bookstore
5	437,53	->	SH042	6,19
SH042	5,20	->	5	435,55
SH042	5,21	->	5	435,55

;SH043	Jewelers
5	433,147 ->	SH043	13,26
SH043	14,27	->	5	434,149
SH043	13,28	->	5	434,149

;SH040	Blacksmith
5	466,156	->	SH040	11,17
SH040	12,18	->	5	467,158

5	468,153	->	SH040	14,14
SH040	15,15	->	5	470,156

;SH044	ClothingStore
5	439,115	->	SH044	13,18
SH044	14,19	->	5	441,117

;SH041	Warehouse
5	391,94	->	SH041	12,18
SH041	13,20	->	5	392,95
SH041	13,19	->	5	392,95

;SH039	Butcher
5	433,84	->	SH039	5,16
SH039	4,17	->	5	432,85


;TT001	Hoodwink
TT001	337,316	->	5	138,105
TT001	337,317	->	5	138,105
5	137,102	->	TT001	336,313
5	137,103	->	TT001	336,313

TT001	56,173	->	TT002	44,165
TT001	56,173	->	TT002	44,165
TT001	56,174	->	TT002	44,165
TT002	42,167	->	TT001	55,176
TT002	42,168	->	TT001	55,176
TT002	43,168	->	TT001	55,176

;TT002	¶þµÀÀÈÏß
TT002	317,316	->	5	135,73
TT002	317,317	->	5	131,77
5	133,75	->	TT001	316,313

TT002	230,360	->	TT003	233,361
TT002	231,360	->	TT003	233,361
TT002	231,361	->	TT003	233,361
TT003	231,363	->	TT002	229,264
TT003	231,364	->	TT002	229,264
TT003	232,364	->	TT002	229,264

TT002	165,42	->	TT003	169,25
TT002	166,42	->	TT003	169,25
TT002	166,43	->	TT003	169,25
TT003	167,27	->	TT002	164,46
TT003	167,28	->	TT002	164,46
TT003	168,28	->	TT002	164,46

;TT003	Hoodwink3
TT003	297,171	->	TT004	310,180
TT003	298,171	->	TT004	310,180
TT003	298,172	->	TT004	310,180
TT004	308,182	->	TT003	296,175
TT004	308,183	->	TT003	296,175
TT004	309,183	->	TT003	296,175

TT003	34,166	->	TT004	57,174
TT003	35,166	->	TT004	57,174
TT003	35,167	->	TT004	57,174
TT004	55,176	->	TT003	33,170
TT004	55,177	->	TT003	33,170
TT004	56,177	->	TT003	33,170

;TT004	SquareArena
TT004	381,256	->	14	32,22
TT004	381,257	->	14	32,22
14	31,18	->	TT004	380,253
14	31,19	->	TT004	380,253

TT004	182,51	->	TT005	188,51
TT004	183,51	->	TT005	188,51
TT004	183,52	->	TT005	188,51
TT005	186,52	->	TT004	181,55
TT005	186,53	->	TT004	181,55
TT005	187,53	->	TT004	181,55

;TT005	Hoodwink5
TT005	61,179	->	TT006	62,201
TT005	62,179	->	TT006	62,201
TT005	62,180	->	TT006	62,201
TT006	60,203	->	TT005	60,183
TT006	60,204	->	TT005	60,183
TT006	61,204	->	TT005	60,183

TT005	185,307	->	TT006	192,329
TT005	186,307	->	TT006	192,329
TT005	186,308	->	TT006	192,329
TT006	190,331	->	TT005	184,311
TT006	190,332	->	TT005	184,311
TT006	191,332	->	TT005	184,311

TT005	310,170	->	TT006	318,199
TT005	311,170	->	TT006	318,199
TT005	311,171	->	TT006	318,199
TT006	316,201	->	TT005	309,174
TT006	316,202	->	TT005	309,174
TT006	317,202	->	TT005	309,174

;TT006	Hoodwink6
TT006	279,348	->	16	14,28
TT006	279,349	->	16	14,28
16	13,26	->	TT006	278,345

TT006	323,304	->	16	28,14
TT006	323,305	->	16	28,14
16	27,11	->	TT006	322,301


TT006	189,77	->	TT007	210,79
TT006	190,77	->	TT007	210,79
TT006	190,78	->	TT007	210,79
TT007	208,80	->	TT006	188,81
TT007	208,81	->	TT006	188,81
TT007	209,81	->	TT006	188,81

;TT007	Hoodwink7
TT007	207,209	->	TT008	155,232
TT007	208,209	->	TT008	155,232
TT007	208,210	->	TT008	155,232
TT008	153,234	->	TT007	206,213
TT008	153,235	->	TT007	206,213
TT008	154,235	->	TT007	206,213

;TT008	Hoodwink8
TT008	253,324	->	18	45,19
TT008	253,325	->	18	45,19
18	44,17	->	TT008	252,321

TT008	306,272	->	18	17,47
TT008	306,273	->	18	17,47
18	17,44	->	TT008	305,269
18	17,45	->	TT008	305,269

TT008	224,162	->	TT009	262,129
TT008	225,162	->	TT009	262,129
TT008	225,163	->	TT009	262,129
TT009	260,131	->	TT008	223,166
TT009	260,132	->	TT008	223,166
TT009	261,132	->	TT008	223,166

;µôÂäËÀÍö
14	11,47	->	20	56,32
14	12,48	->	20	57,36
14	13,49	->	20	61,37
14	14,50	->	20	58,32
14	15,51	->	20	58,41
14	16,52	->	20	55,41
14	17,53	->	20	50,42
14	18,54	->	20	53,46
14	20,56	->	20	56,48
14	21,55	->	20	50,40
14	22,54	->	20	57,49
14	23,53	->	20	59,39
14	24,52	->	20	51,44
14	32,44	->	20	59,45
14	33,43	->	20	54,48
14	34,43	->	20	56,38
14	35,42	->	20	63,38
14	42,33	->	20	60,40
14	43,32	->	20	54,56
14	44,31	->	20	47,50
14	45,30	->	20	42,47
14	46,29	->	20	47,44

16	11,39	->	20	37,51
16	12,39	->	20	31,50
16	13,39	->	20	32,43
16	15,39	->	20	36,44
16	15,42	->	20	37,51
16	15,43	->	20	35,55
16	16,45	->	20	47,53
16	16,46	->	20	46,58
16	17,45	->	20	43,57
16	21,43	->	20	45,62
16	22,42	->	20	52,59
16	25,39	->	20	49,70
16	31,34	->	20	55,77
16	34,31	->	20	59,72
16	37,30	->	20	55,64

18	25,13	->	20	43,74
18	26,14	->	20	46,71
18	27,15	->	20	41,66
18	28,16	->	20	42,61
18	29,17	->	20	43,69
18	30,18	->	20	45,72
18	32,20	->	20	45,75
18	33,37	->	20	48,76
18	34,36	->	20	44,76
18	35,35	->	20	55,74
18	36,34	->	20	47,77
18	16,60	->	20	49,78
18	17,61	->	20	57,80
18	18,62	->	20	41,83
18	22,64	->	20	37,80
18	23,63	->	20	35,81
18	24,62	->	20	42,86
18	25,61	->	20	60,89
18	26,60	->	20	55,82
18	27,59	->	20	57,75
18	28,58	->	20	58,72
18	33,53	->	20	55,74
18	35,52	->	20	36,52
18	36,51	->	20	39,49
18	37,49	->	20	30,47
18	38,48	->	20	27,49
18	39,47	->	20	32,43
18	40,45	->	20	29,46
18	41,45	->	20	50,51
18	42,44	->	20	53,56
18	43,43	->	20	47,58
18	44,41	->	20	44,63
18	45,40	->	20	40,64
18	46,39	->	20	42,56
18	47,38	->	20	46,45
18	48,37	->	20	56,57
18	49,36	->	20	49,58
18	50,35	->	20	47,62
18	51,34	->	20	51,61
18	52,33	->	20	53,64

;ÖÐÖÝµ½ËÀË®ÕÓÔó
0	783,521	->	7	12,14
0	783,522	->	7	12,14
0	783,523	->	7	12,14
0	783,524	->	7	12,14
0	783,525	->	7	12,14
0	783,526	->	7	12,14
0	783,527	->	7	12,14
0	783,528	->	7	12,14
0	783,529	->	7	12,14
0	783,530	->	7	12,14
0	783,531	->	7	12,14
0	783,532	->	7	12,14
0	785,523	->	7	12,14
0	785,524	->	7	12,14
0	785,525	->	7	12,14
0	785,526	->	7	12,14
0	785,527	->	7	12,14
0	785,528	->	7	12,14
0	785,529	->	7	12,14
0	785,530	->	7	12,14
0	785,531	->	7	12,14
0	785,532	->	7	12,14
0	785,533 ->	7	12,14
0	785,534 ->	7	12,14
0	785,535 ->	7	12,14
0	785,536 ->	7	12,14

;ËÀË®ÕÓÔóµ½ÖÐÖÝ
7	11,9	->	0	781,524
7	10,11	->	0	781,524
7	10,12	->	0	781,524
7	10,13	->	0	781,524
7	10,14	->	0	781,524
7	9,15	->	0	781,524

;StagnantWaters
7	389,45	->	MC001	65,206	DELAY 1000
7	389,44	->	MC001	62,206
7	390,44	->	MC001	61,208
7	390,45	->	MC001	65,205
7	391,45	->	MC001	66,206

;MC001	Underground
MC001	63,203	->	7	387,49
MC001	79,33	->	MC002	224,69
MC001	80,33	->	MC002	224,69

;MC002	Underground2
MC002	225,66	->	MC001	82,30
MC002	226,67	->	MC001	82,30
MC002	91,94	->	MC003	92,80
MC002	90,94	->	MC003	92,80
MC002	113,254	->	MC003	122,286
MC002	114,254	->	MC003	122,286
MC002	245,228	->	MC003	295,291
MC002	245,229	->	MC003	295,291

;MC003	Underground3
MC003	90,78	->	MC002	89,92
MC003	90,79	->	MC002	89,92
MC003	124,284	->	MC002	112,252
MC003	124,285	->	MC002	112,252
MC003	293,289	->	MC002	247,226
MC003	293,290	->	MC002	247,226
MC003	324,76	->	MC004	194,26
MC003	324,77	->	MC004	194,26
MC003	224,180	->	MC004	135,147
MC003	224,181	->	MC004	135,147

;MC004	Underground4
MC004	195,23	->	MC003	323,77
MC004	195,24	->	MC003	323,77
MC004	210,104	->	MC014	69,205
MC004	210,105	->	MC014	69,205
MC004	136,145	->	MC003	223,181
MC004	136,146	->	MC003	223,181
MC004	78,230	->	MC005	241,22
MC004	78,231	->	MC005	241,22

;MC005	Underground5
MC005	242,20	->	MC004	80,228
MC005	242,21	->	MC004	80,228
MC005	56,254	->	MC006	106,245
MC005	57,254	->	MC006	106,245

;MC006	Underground6
MC006	94,94	->	MC007	245,50
MC006	94,95	->	MC007	245,50
MC006	339,84	->	MC006	359,184
MC006	339,85	->	MC006	359,184
MC006	157,129	->	MC011	102,100
MC006	157,130	->	MC011	102,100
MC006	360,183	->	MC006	338,86
MC006	360,184	->	MC006	338,86
MC006	197,200	->	MC011	105,163
MC006	198,200	->	MC011	105,163
MC006	107,243	->	MC005	55,252
MC006	107,244	->	MC005	55,252

;MC011	DemonHeart
MC011	103,102	->	MC006	156,131
MC011	104,102	->	MC006	156,131
MC011	103,164	->	MC006	196,198
MC011	103,165	->	MC006	196,198

;MC007	Underground7
MC007	246,48	->	MC006	96,92
MC007	246,49	->	MC006	96,92
MC007	37,260	->	MC008	54,40
MC007	37,261	->	MC008	54,40

;MC008	Underground8
MC008	52,40	->	MC007	39,258
MC008	53,39	->	MC007	39,258

;MC009	UndergroundPalace
MC009	22,109	->	MC010	274,143
MC009	22,110	->	MC010	274,143

;MC014	UndergroundCity
MC014	68,203	->	MC004	208,102
MC014	68,204	->	MC004	208,102

;MG001	JaggedEnchanted
MG001	101,200	->	MG002	81,203
MG001	85,179	->	MG002	55,176
MG001	227,74	->	MG002	191,106
MG001	205,51	->	MG002	165,82

;MG002	³ÁÄ¬»ØÀÈ

MG002	84,202	->	MG001	100,204
MG002	58,176	->	MG001	84,183
MG002	194,106	->	MG001	226,78
MG002	168,82	->	MG001	204,55


;ÐÂÁ¶ÓüµÄÌø×ªµãÐÅÏ¢
;NL001	Á¶ÓüÄ§¾³Ò»²ã

NL001	223,175	->	NL002	25,217
NL001	224,175	->	NL002	25,217
NL001	120,95 ->	NL003	52,57
NL001	121,95 ->	NL003	52,57

;NL002	Á¶ÓüÄ§¾³¶þ²ã
NL002	23,219	->	NL001	226,172
NL002	24,219	->	NL001	226,172
NL002	243,263	->	NL003	197,47
NL002	244,263	->	NL003	197,47

;NL003	Á¶ÓüÄ§¾³Èý²ã
NL003	50,55	->	NL001	119,93
NL003	199,45	->	NL002	242,261
NL003	46,203	->	NL004	291,97
NL003	45,202	->	NL004	291,97

;NL004	Á¶ÓüÄ§¾³ËÄ²ã
NL004	293,95	->	NL003	48,201
NL004	192,284	->	NL005	11,12

;NL005	Ä§¾³ÕÓÔó
NL005	11,9	->	NL004	194,283
NL005	10,11	->	NL004	194,283
NL005	10,12	->	NL004	194,283
NL005	10,13	->	NL004	194,283
NL005	10,14	->	NL004	194,283
NL005	9,15	->	NL004	194,283
NL005	389,45	->	NL006	59,60
NL005	389,44	->	NL006	59,60
NL005	390,44	->	NL006	59,60
NL005	390,45	->	NL006	59,60
NL005	391,45	->	NL006	59,60

;NL006	Á¶ÓüÄ§¾³Áù²ã
NL006	27,29	->	NL007	76,76
NL006	60,62	->	NL005	386,48
NL006	61,62	->	NL005	386,48


;NL007	Á¶ÓüÄ§¾³Æß²ã
NL007	13,15	->	NL008	160,210

;NL008	Á¶ÓüÄ§¾³°Ë²ã

;NL009	Á¶ÓüÄ§¾³¾Å²ã
NL009	260,132	->	NL010	103,248
NL009	261,132	->	NL010	103,248

;NL010	Á¶ÓüÄ§¾³Ê®²ã
NL010	107,243	->	NL009	263,129
NL010	94,94	->	MH054	129,142
NL010	339,84	->	NL010	359,184
NL010	339,85	->	NL010	359,184
NL010	360,183	->	NL010	338,86
NL010	360,184	->	NL010	338,86

;
;ÕýÈ·Í¨µÀ
LOVEM001	110,15	->	LOVEM002 255,261
LOVEM001	110,16	->	LOVEM002 255,261
LOVEM002	240,36	->	LOVEM003 238,245
LOVEM003	131,138	->	LOVEM004 237,116
LOVEM004	333,334	->	LOVEM005 297,173
LOVEM005	232,363	->	LOVEM006 63,203
LOVEM006	79,33	->	LOVEMW000 44,46
LOVEW001	122,10	->	LOVEW002 25,218
LOVEW002	244,263	->	LOVEW003 367,374
LOVEW003	131,138	->	LOVEW004 192,284
LOVEW004	293,95	->	LOVEW005 57,174
LOVEW005	308,182	->	LOVEW006 91,94
LOVEW005	309,183	->	LOVEW006 91,94
LOVEW006	246,226	->	LOVEMW000 44,46
LOVEW006	247,227	->	LOVEMW000 44,46

;´íÎóÍ¨µÀ
LOVEM001	123,103	->	LOVEM001 24,126
LOVEM002	259,498	->	LOVEM001 24,126
LOVEM003	367,374	->	LOVEM001 24,126
LOVEM005	34,166	->	LOVEM001 24,126
LOVEM005	35,166	->	LOVEM001 24,126
LOVEM005	168,28	->	LOVEM001 24,126
LOVEM005	167,28	->	LOVEM001 24,126
LOVEW001	61,21	->	LOVEW001 12,142
LOVEW001	105,88	->	LOVEW001 12,142
LOVEW003	261,268	->	LOVEW001 12,142
LOVEW005	182,51	->	LOVEW001 12,142
LOVEW006	113,254	->	LOVEW001 12,142
LOVEW006	225,66	->	LOVEW001 12,142


;½«¾ü·ØÈë¿Ú


;Ðþ±ù¹ÅµÀ¶«
BT001	66,115	->	BT002	124,18
BT001	67,115	->	BT002	125,17
BT001	34,60	->	S013	422,283
BT001	34,61	->	S013	422,283


BT002	123,17	->	BT001	66,114
BT002	124,16	->	BT001	67,114

;»·±ùµÀ¶«Çø
BT002	158,141	->	NB001	80,19
BT002	159,141	->	NB001	81,20


NB001	81,18	->	BT002	159,140
NB001	81,19	->	BT002	159,139

;Ðþ±ù¹ÅµÀÄÏ
BT003	31,29	->	BT004	150,146
BT003	32,29	->	BT004	149,147
BT003	118,63	->	H082	105,87
BT003	117,64	->	H082	105,87


BT004	148,146	->	BT003	31,28
BT004	149,145	->	BT003	32,28


;»·±ùµÀÄÏÇø
BT004	65,139	->	NB002	13,21
BT004	66,139	->	NB002	13,21

NB002	12,19	->	BT004	66,137
NB002	12,20	->	BT004	66,137
NB002	13,19	->	BT004	66,138

;Ðþ±ù¹ÅµÀÎ÷
BT005	119,95	->	BT006	79,33
BT005	120,95	->	BT006	80,32
BT005	36,31	->	N002	367,292
BT005	36,29	->	N002	367,292
BT005	36,30	->	N002	367,292


BT006	79,30	->	BT005	120,93
BT006	79,31	->	BT005	120,94


;»·±ùµÀÎ÷Çø
BT006	27,149	->	NB003	69,28
BT006	28,149	->	NB003	68,28
BT006	28,149	->	NB003	68,29

NB003	68,27	->	BT006	28,148
NB003	67,28	->	BT006	28,147

;ÈýÍ·´ó
;Ðþ±ù
BT002		58,155	->	BT004		91,25
BT002		59,155	->	BT004		92,24


BT004		90,24	->	BT002		59,153	
BT004		91,23	->	BT002		59,154

BT004		24,74	->	BT006		160,136	
BT004		23,75	->	BT006		160,135	

BT006		159,137	->	BT004		24,76
BT006		160,137	->	BT004		25,75

BT002		72,45	->	BT006		171,68
BT002		71,46	->	BT006		171,67

BT006		170,68	->	BT002		73,46
BT006		171,69	->	BT002		72,47


MC010 68,204 -> 7 68,43

;Ìø×ªµã
CG001	34,45 ->	CG002	111,99
CG011	34,45 ->	CG012	111,99
CG021	34,45 ->	CG022	111,99
CG031	34,45 ->	CG032	111,99
CG041	34,45 ->	CG042	111,99
CG051	34,45 ->	CG052	111,99
CG061	34,45 ->	CG062	111,99
CG071	34,45 ->	CG072	111,99
CG081	34,45 ->	CG082	111,99
CG091	34,45 ->	CG092	111,99
			
CG111	34,45 ->	CG112	111,99
CG121	34,45 ->	CG122	111,99
CG131	34,45 ->	CG132	111,99
CG141	34,45 ->	CG142	111,99
CG151	34,45 ->	CG152	111,99
CG161	34,45 ->	CG162	111,99
CG171	34,45 ->	CG172	111,99
CG181	34,45 ->	CG182	111,99
CG191	34,45 ->	CG192	111,99
CG201	34,45 ->	CG202	111,99
CG001	35,45 ->	CG002	111,99
CG011	35,45 ->	CG012	111,99
CG021	35,45 ->	CG022	111,99
CG031	35,45 ->	CG032	111,99
CG041	35,45 ->	CG042	111,99
CG051	35,45 ->	CG052	111,99
CG061	35,45 ->	CG062	111,99
CG071	35,45 ->	CG072	111,99
CG081	35,45 ->	CG082	111,99
CG091	35,45 ->	CG092	111,99
			
CG111	35,45 ->	CG112	111,99
CG121	35,45 ->	CG122	111,99
CG131	35,45 ->	CG132	111,99
CG141	35,45 ->	CG142	111,99
CG151	35,45 ->	CG152	111,99
CG161	35,45 ->	CG162	111,99
CG171	35,45 ->	CG172	111,99
CG181	35,45 ->	CG182	111,99
CG191	35,45 ->	CG192	111,99
CG201	35,45 ->	CG202	111,99
